"trait1","trait2","trait3","trait4"
0.0023988,0.0010271,0.1568,0.0028097
0.0041558,0.0017775,0.27176,0.0048672
0.0024163,0.0010341,0.15786,0.0028301
0.0036532,0.0015625,0.23886,0.0042782
0.0035992,0.0015395,0.23537,0.004215
0.0072985,0.0031234,0.47656,0.0085469
0.002589,0.0011079,0.16916,0.0030325
0.0022855,0.00097774,0.14935,0.0026769
0.0026408,0.0011299,0.17259,0.0030932
0.0026408,0.0011295,0.17254,0.0030931
0.0020572,0.00088067,0.13445,0.0024098
0.00232,0.00099328,0.15167,0.0027174
0.002103,0.0009007,0.13734,0.0024635
0.0021869,0.00093658,0.14296,0.0025615
0.011204,0.0047927,0.73337,0.013125
0.0023016,0.00098506,0.15045,0.0026956
0.0021647,0.00092641,0.14148,0.0025355
0.002648,0.0011341,0.17321,0.0031017
0.0023297,0.00099724,0.1524,0.0027287
0.0022655,0.00096974,0.14822,0.0026535
0.0036495,0.0015626,0.23832,0.0042744
0.0021083,0.00090259,0.13779,0.0024694
0.0027155,0.001163,0.17758,0.0031806
0.0027232,0.0011663,0.17809,0.0031896
0.0025177,0.001078,0.16449,0.0029488
0.0021045,0.00090092,0.13754,0.002465
0.0030358,0.0012995,0.19843,0.0035559
0.0026967,0.0011542,0.17609,0.0031584
0.0020537,0.00087914,0.13422,0.0024055
0.002394,0.0010252,0.15665,0.0028044
0.0023981,0.0010269,0.15691,0.0028092
0.0021135,0.00090506,0.13812,0.0024755
0.002048,0.0008767,0.13389,0.0023989
0.0020923,0.00089599,0.13669,0.0024507
0.0021117,0.00090425,0.13795,0.0024733
0.0021019,0.00089989,0.13739,0.0024621
0.0021424,0.00091739,0.14004,0.0025095
0.0022791,0.0009766,0.14894,0.0026697
0.0028734,0.0012302,0.18796,0.0033656
0.0026336,0.0011272,0.1721,0.0030847
0.0020723,0.00088717,0.13543,0.0024272
0.0028917,0.0012375,0.189,0.0033874
0.0027452,0.0011751,0.17928,0.0032153
0.0049221,0.0021071,0.32159,0.005766
0.0021944,0.00093964,0.14335,0.0025704
0.0029491,0.0012626,0.19262,0.0034545
0.0023471,0.0010053,0.15336,0.0027493
0.0041567,0.00178,0.27158,0.0048683
0.0021418,0.00091668,0.13999,0.0025088
0.0020896,0.00089424,0.13658,0.0024476
0.0030167,0.0012924,0.19715,0.0035336
0.002182,0.00093446,0.14258,0.0025558
0.0038195,0.0016349,0.24987,0.0044729
0.0046723,0.0020012,0.30523,0.0054721
0.0023198,0.00099312,0.15164,0.0027169
0.0023057,0.00098742,0.15069,0.0027007
0.0043598,0.0018662,0.28539,0.0051054
0.0020479,0.00087702,0.13382,0.0023986
0.0020435,0.00087501,0.13351,0.0023934
0.0022114,0.00094713,0.14456,0.0025903
0.0020835,0.00089257,0.13614,0.0024406
0.0023987,0.0010275,0.15662,0.0028097
0.0033775,0.0014461,0.22056,0.0039556
0.0021746,0.00093117,0.1422,0.0025471
0.0022032,0.00094369,0.14392,0.0025805
0.0023612,0.0010111,0.1544,0.0027658
0.0021622,0.00092606,0.14128,0.0025325
0.0024656,0.0010554,0.16133,0.002888
0.0021573,0.00092377,0.1411,0.0025268
0.0024643,0.0010548,0.16125,0.0028865
0.0035863,0.0015359,0.23449,0.0042009
0.0021367,0.00091491,0.13965,0.0025027
0.0023383,0.0010013,0.15279,0.0027388
0.0036326,0.0015552,0.23771,0.0042554
0.0024857,0.0010639,0.16257,0.0029115
0.003499,0.0014988,0.2288,0.0040988
0.002154,0.00092224,0.14069,0.002523
0.002137,0.00091505,0.13967,0.002503
0.0020488,0.00087738,0.13386,0.0023998
0.0023377,0.0010011,0.15277,0.0027382
0.0022424,0.00096032,0.14659,0.0026265
0.0030662,0.0013119,0.20033,0.0035909
0.0021232,0.00090937,0.13885,0.002487
0.002119,0.00090756,0.13857,0.0024821
0.0028064,0.0012014,0.18337,0.0032872
0.0021976,0.00094079,0.1437,0.0025742
0.0022053,0.00094415,0.14419,0.002583
0.0023358,0.00099991,0.15263,0.002736
0.0023363,0.0010002,0.15267,0.0027366
0.0020609,0.00088227,0.1347,0.0024141
0.0027817,0.0011909,0.18175,0.0032582
0.0020889,0.00089426,0.13653,0.0024468
0.0022436,0.0009605,0.14665,0.0026279
0.0020814,0.00089103,0.13604,0.002438
0.0038849,0.0016641,0.25425,0.0045504
0.002102,0.00089983,0.13737,0.0024621
0.0020501,0.00087779,0.13407,0.0024012
0.0029389,0.0012582,0.1921,0.0034427
0.0081839,0.0034973,0.53477,0.0095852
0.0020456,0.00087597,0.13369,0.002396
0.0025243,0.0010808,0.16494,0.002957
0.0031765,0.0013594,0.20764,0.0037207
0.002116,0.00090615,0.13824,0.0024787
0.0040138,0.0017191,0.26231,0.0047014
0.0023596,0.00101,0.1543,0.0027639
0.00334,0.0014296,0.21833,0.0039123
0.0032638,0.0013969,0.2135,0.0038234
0.0025038,0.0010718,0.16359,0.0029329
0.0022934,0.00098164,0.1498,0.0026865
0.0020803,0.00089059,0.13589,0.0024368
0.0036743,0.0015733,0.24003,0.0043037
0.0020723,0.00088743,0.13548,0.0024272
0.0025824,0.0011057,0.16893,0.0030249
0.0024112,0.0010323,0.1577,0.0028243
0.002121,0.00090803,0.13867,0.0024844
0.0020546,0.0008796,0.13434,0.0024067
0.0021668,0.00092805,0.14174,0.002538
0.0021786,0.00093303,0.14236,0.002552
0.0022052,0.00094397,0.1442,0.0025828
0.0022049,0.000944,0.14417,0.0025828
0.0021194,0.00090765,0.13856,0.0024825
0.0020738,0.00088804,0.13562,0.0024292
0.0025007,0.0010698,0.16343,0.002929
0.0030254,0.0012957,0.19778,0.0035437
0.0038424,0.0016452,0.25091,0.0045012
0.0023309,0.00099809,0.15236,0.0027303
0.0026643,0.0011406,0.17425,0.0031208
0.0020548,0.00087972,0.1343,0.0024068
0.0025187,0.001078,0.16466,0.0029501
0.0027519,0.0011778,0.17996,0.0032232
0.0031211,0.001336,0.20414,0.0036559
0.0020527,0.0008789,0.13414,0.0024043
0.0024562,0.0010512,0.16058,0.0028769
0.0020549,0.00087969,0.13437,0.0024069
0.0044328,0.0018987,0.28952,0.0051933
0.0067935,0.0029073,0.44405,0.0079604
0.0020956,0.0008973,0.13696,0.0024546
0.0023767,0.0010169,0.15539,0.0027836
0.0023685,0.0010141,0.15486,0.0027742
0.0020645,0.00088413,0.13501,0.0024181
0.0020757,0.00088894,0.13567,0.0024313
0.0027966,0.0011981,0.18267,0.0032755
0.0035632,0.0015248,0.23338,0.0041739
0.0021578,0.00092391,0.14113,0.0025273
0.0031662,0.0013548,0.20748,0.0037085
0.0020685,0.00088534,0.13532,0.0024228
0.0022616,0.00096822,0.14789,0.0026491
0.0020579,0.00088071,0.13462,0.0024104
0.0054993,0.0023508,0.35938,0.0064417
0.0023776,0.0010179,0.15538,0.0027848
0.0029571,0.0012665,0.19312,0.0034642
0.0020819,0.00089112,0.13613,0.0024385
0.002213,0.00094769,0.1447,0.002592
0.027611,0.011813,1.7775,0.032359
0.0025396,0.0010875,0.16576,0.0029747
0.0022829,0.00097757,0.14899,0.0026741
0.0020527,0.00087907,0.13424,0.0024044
0.0023514,0.0010066,0.1539,0.0027543
0.0021488,0.00091981,0.14051,0.0025169
0.0025269,0.0010826,0.16519,0.0029595
0.0023108,0.00098983,0.15107,0.0027066
0.0026385,0.0011295,0.17237,0.0030903
0.0020578,0.0008811,0.13456,0.0024102
0.0024321,0.0010409,0.15889,0.0028488
0.0022945,0.00098292,0.14983,0.0026875
0.0021412,0.0009169,0.13988,0.002508
0.0026781,0.0011471,0.17506,0.0031369
0.0020588,0.00088143,0.13462,0.0024117
0.0022957,0.00098314,0.15001,0.002689
0.002216,0.00094914,0.14479,0.0025955
0.0020598,0.00088184,0.13459,0.0024128
0.0020463,0.00087613,0.13368,0.0023969
0.0027443,0.0011746,0.17934,0.0032145
0.002191,0.0009377,0.14325,0.0025663
0.0020575,0.00088097,0.13446,0.00241
0.0022252,0.00095311,0.14549,0.0026063
0.0032128,0.0013745,0.20992,0.0037638
0.0023679,0.0010143,0.15469,0.0027734
0.0023871,0.0010221,0.15599,0.0027959
0.0020796,0.00089063,0.13593,0.0024359
0.002089,0.00089459,0.13656,0.0024471
0.0021966,0.00093993,0.14363,0.002573
0.0021,0.00089899,0.13725,0.0024597
0.0059479,0.0025464,0.38878,0.0069669
0.0020503,0.00087769,0.13403,0.0024016
0.0021677,0.00092855,0.14164,0.0025391
0.0023354,0.00099977,0.1526,0.0027352
0.0023459,0.0010043,0.15327,0.0027475
0.0022548,0.00096545,0.14746,0.002641
0.0020973,0.00089803,0.13716,0.0024565
0.0024266,0.0010388,0.15883,0.0028421
0.00206,0.00088229,0.13464,0.0024129
0.0032915,0.0014094,0.21502,0.0038561
0.0022787,0.00097547,0.14889,0.002669
0.0020561,0.00088023,0.13441,0.0024085
0.0025901,0.001109,0.16917,0.0030334
0.0069051,0.002958,0.45192,0.0080886
0.0021435,0.00091762,0.14014,0.0025107
0.0022098,0.00094614,0.14445,0.0025884
0.0021569,0.00092361,0.14108,0.0025266
0.0021767,0.00093165,0.14226,0.0025495
0.0036046,0.0015421,0.23553,0.0042225
0.0020681,0.00088504,0.13524,0.0024223
0.0020627,0.00088316,0.13485,0.0024162
0.0024841,0.0010639,0.16246,0.0029095
0.0044469,0.0019042,0.29125,0.0052086
0.0030384,0.0013007,0.19849,0.0035586
0.0044124,0.0018895,0.28896,0.0051684
0.0025467,0.0010902,0.16632,0.002983
0.0021404,0.00091684,0.13987,0.0025071
0.0032634,0.0013993,0.21344,0.0038227
0.0061877,0.0026498,0.40481,0.0072479
0.0022197,0.0009508,0.14508,0.0026
0.0023066,0.00098773,0.15075,0.0027018
0.0042814,0.0018335,0.28054,0.0050144
0.0079703,0.0034123,0.52162,0.0093391
0.0038128,0.0016319,0.24973,0.0044659
0.0023721,0.0010159,0.15499,0.0027785
0.0068196,0.0029204,0.44593,0.0079897
0.0021831,0.00093498,0.1427,0.002557
0.0039477,0.0016903,0.25841,0.0046237
0.0022381,0.00095856,0.14627,0.0026214
0.0036233,0.0015508,0.23719,0.004244
0.0035122,0.0015053,0.2298,0.004114
0.0053462,0.0022913,0.34952,0.0062633
0.0026095,0.0011178,0.17045,0.0030565
0.0020747,0.00088824,0.13556,0.0024301
0.0029427,0.0012598,0.19239,0.0034473
0.0034078,0.0014582,0.22279,0.0039915
0.0026827,0.0011484,0.17527,0.0031423
0.0040555,0.0017378,0.26497,0.0047509
0.002679,0.0011467,0.17496,0.0031381
0.0023147,0.00099106,0.15132,0.0027112
0.0039531,0.0016929,0.25865,0.0046311
0.0022301,0.00095475,0.14585,0.0026123
0.0021009,0.00089965,0.13741,0.002461
0.0022416,0.00095967,0.14659,0.0026255
0.0039317,0.001682,0.25744,0.0046056
0.0026772,0.001146,0.17497,0.0031362
0.0020598,0.00088189,0.13476,0.0024128
0.0025831,0.0011057,0.16886,0.0030257
0.002142,0.00091668,0.14004,0.0025089
0.0026133,0.0011185,0.17074,0.003061
0.0029168,0.0012488,0.19099,0.0034168
0.0044238,0.0018948,0.28953,0.0051822
0.0020546,0.00087983,0.13426,0.0024067
0.0022325,0.00095602,0.14606,0.0026152
0.0020498,0.00087762,0.13396,0.0024011
0.0024749,0.0010598,0.16167,0.002899
0.0021907,0.00093811,0.14335,0.0025662
0.0021913,0.00093842,0.1434,0.002567
0.0021984,0.00094139,0.14386,0.0025753
0.020431,0.0087765,1.3308,0.023951
0.0022401,0.00095941,0.14654,0.002624
0.002243,0.00096063,0.14673,0.0026274
0.0022176,0.00094971,0.14503,0.0025977
0.0020819,0.00089165,0.13618,0.0024387
0.0036515,0.0015637,0.23844,0.0042773
0.0028654,0.0012272,0.18729,0.0033565
0.0042892,0.0018346,0.28027,0.0050248
0.0028286,0.0012116,0.18508,0.0033134
0.0022177,0.00094981,0.14502,0.0025978
0.0020577,0.00088108,0.13449,0.0024103
0.0022155,0.00094844,0.14482,0.002595
0.0029864,0.0012787,0.19527,0.0034983
0.0027309,0.0011693,0.17869,0.0031988
0.0022757,0.00097419,0.14878,0.0026653
0.0027335,0.0011699,0.17856,0.0032015
0.0020534,0.0008794,0.13429,0.0024051
0.011808,0.0050584,0.77307,0.013823
0.0025561,0.001094,0.167,0.0029938
0.003533,0.0015134,0.23109,0.0041385
0.0021207,0.00090838,0.1387,0.0024841
0.0038539,0.0016506,0.25202,0.0045143
0.0038325,0.0016416,0.25071,0.0044893
0.0043239,0.0018522,0.28281,0.0050659
0.0022135,0.00094803,0.14468,0.0025927
0.0021883,0.00093716,0.14306,0.0025631
0.0021879,0.00093697,0.14305,0.0025626
0.0022054,0.00094447,0.14418,0.0025832
0.0053136,0.002275,0.34762,0.0062233
0.0061516,0.0026353,0.40292,0.0072051
0.0021994,0.00094193,0.14378,0.0025762
0.0062459,0.0026744,0.40903,0.0073153
0.0057258,0.0024507,0.37465,0.006706
0.0093991,0.0040265,0.61475,0.011005
0.0093991,0.0040265,0.61474,0.011005
0.0094179,0.0040347,0.61596,0.011027
0.00208,0.00089081,0.13611,0.0024363
0.0023455,0.0010043,0.15323,0.002747
0.0021988,0.00094168,0.14384,0.0025755
0.0021607,0.00092504,0.14136,0.002531
0.0021894,0.00093745,0.14316,0.0025645
0.0065929,0.0028262,0.42962,0.0077204
0.0023465,0.0010044,0.1535,0.0027486
0.0025785,0.0011036,0.16865,0.0030203
0.0025755,0.0011022,0.1684,0.003017
0.0026759,0.0011459,0.17507,0.0031343
0.0023645,0.0010126,0.15475,0.0027695
0.0055056,0.0023536,0.35895,0.006448
0.0024836,0.0010638,0.16261,0.0029091
0.0036583,0.0015692,0.23923,0.0042851
0.002378,0.0010193,0.15542,0.0027854
0.0038728,0.0016607,0.25308,0.0045364
0.0040654,0.0017406,0.26603,0.0047623
0.0020879,0.00089399,0.13649,0.0024457
0.0030546,0.0013075,0.19969,0.0035779
0.0056349,0.0024124,0.36794,0.006601
0.0023108,0.00098926,0.15106,0.0027067
0.0038371,0.0016408,0.25051,0.0044949
0.0056336,0.0024118,0.36787,0.0065993
0.0050373,0.0021567,0.32913,0.0059012
0.0037328,0.0015969,0.24383,0.0043718
0.0029728,0.0012723,0.19432,0.0034822
0.002972,0.001272,0.19428,0.0034813
0.0027288,0.0011681,0.17828,0.0031963
0.0033989,0.0014557,0.2222,0.0039814
0.002726,0.0011669,0.17809,0.003193
0.0031581,0.0013521,0.20647,0.0036987
0.0077767,0.0033355,0.50852,0.0091062
0.0040445,0.0017304,0.2639,0.0047369
0.0046717,0.0019974,0.30464,0.0054716
0.0027285,0.0011679,0.17821,0.0031959
0.0030597,0.0013103,0.20028,0.0035841
0.0021589,0.00092458,0.14106,0.0025287
0.0020885,0.00089411,0.13646,0.0024463
0.0021035,0.00090085,0.13749,0.0024638
0.0020539,0.00087957,0.13422,0.0024057
0.0021438,0.00091819,0.14008,0.0025111
0.0034209,0.0014648,0.22382,0.0040073
0.0042815,0.0018314,0.27946,0.0050138
0.0020823,0.00089176,0.13608,0.0024392
0.0059945,0.0025681,0.39159,0.0070212
0.0054593,0.0023383,0.35758,0.0063935
0.0088662,0.0037956,0.58089,0.010385
0.0020486,0.0008771,0.13401,0.0023996
0.0067138,0.0028714,0.43992,0.0078632
0.0028063,0.0012008,0.18342,0.0032867
0.0020626,0.00088318,0.13481,0.0024161
0.0026338,0.0011269,0.17211,0.0030847
0.0065647,0.0028077,0.43081,0.0076893
0.0033268,0.0014236,0.21739,0.0038968
0.002195,0.00093948,0.14348,0.002571
0.0053645,0.0022947,0.35191,0.0062834
0.002631,0.0011265,0.17181,0.0030819
0.0021254,0.00091025,0.13889,0.0024895
0.0021039,0.00090112,0.13749,0.0024643
0.0031904,0.0013657,0.2087,0.0037372
0.0020486,0.00087724,0.13384,0.0023997
0.0020526,0.00087892,0.1341,0.0024043
0.0021113,0.00090392,0.13803,0.0024731
0.0026486,0.0011334,0.17309,0.0031021
0.010135,0.0043413,0.66539,0.011872
0.0046125,0.0019773,0.30114,0.0054037
0.0021196,0.00090743,0.13853,0.0024829
0.0022602,0.00096751,0.1477,0.0026473
0.0041299,0.001769,0.27022,0.0048377
0.0020647,0.00088423,0.13498,0.0024185
0.002188,0.00093658,0.14299,0.0025627
0.0021701,0.00092918,0.14189,0.0025417
0.0049423,0.0021153,0.32284,0.00579
0.0032083,0.0013736,0.20987,0.003758
0.0028005,0.0011997,0.18308,0.0032806
0.0023101,0.00098953,0.15097,0.0027059
0.0022714,0.00097229,0.14849,0.0026605
0.0034229,0.0014652,0.22382,0.0040094
0.0025392,0.0010875,0.16621,0.0029743
0.0029699,0.0012717,0.19415,0.0034791
0.002236,0.00095721,0.14623,0.002619
0.00356,0.0015246,0.23251,0.0041702
0.0030118,0.0012895,0.1968,0.0035281
0.0022876,0.00097957,0.14952,0.0026798
0.0026361,0.0011282,0.17218,0.0030875
0.0025664,0.0010991,0.16765,0.0030061
0.0021834,0.00093474,0.14273,0.0025575
0.0020467,0.00087608,0.13393,0.0023972
0.0020524,0.00087831,0.13433,0.0024041
0.0068487,0.0029385,0.44712,0.0080231
0.0021709,0.00092957,0.14191,0.0025428
0.0020419,0.00087415,0.13359,0.0023918
0.0021883,0.00093715,0.14307,0.0025632
0.0037765,0.0016175,0.24652,0.0044234
0.0032534,0.0013924,0.21256,0.0038109
0.0026833,0.0011491,0.17547,0.003143
0.0025085,0.0010741,0.16378,0.0029381
0.0050953,0.0021851,0.33338,0.0059686
0.0020804,0.00089098,0.13593,0.0024369
0.0020946,0.00089692,0.13679,0.0024536
0.0022281,0.00095363,0.14557,0.0026097
0.0050186,0.0021443,0.32769,0.0058771
0.002044,0.00087507,0.13356,0.0023942
0.0024683,0.0010559,0.16115,0.002891
0.0050219,0.0021455,0.32792,0.0058809
0.0039523,0.0016904,0.25814,0.0046286
0.0020642,0.00088398,0.13495,0.002418
0.0038384,0.0016452,0.2507,0.0044954
0.0021133,0.00090459,0.13808,0.0024753
0.0046199,0.0019751,0.30099,0.0054111
0.0021026,0.00090044,0.13747,0.0024629
0.0021004,0.0008995,0.13732,0.0024603
0.0020774,0.00088974,0.13579,0.0024333
0.0028684,0.0012276,0.18731,0.00336
0.0026045,0.0011156,0.17,0.0030507
0.0022107,0.00094621,0.14443,0.0025893
0.0080873,0.0034594,0.52841,0.0094692
0.0025112,0.0010749,0.16395,0.0029414
0.002323,0.00099474,0.152,0.0027212
0.0024997,0.0010701,0.16352,0.002928
0.0030765,0.0013166,0.20123,0.0036031
0.0020663,0.00088461,0.13512,0.0024204
0.0031509,0.0013501,0.20626,0.0036909
0.0027138,0.0011616,0.17738,0.0031787
0.0026897,0.0011527,0.17575,0.0031506
0.0026983,0.0011562,0.1763,0.0031606
0.0023017,0.00098633,0.15042,0.0026961
0.0034149,0.0014628,0.22316,0.0040001
0.0024598,0.0010532,0.16076,0.0028811
0.002464,0.001055,0.16104,0.0028861
0.0031913,0.0013662,0.20875,0.0037382
0.0024823,0.0010625,0.16224,0.0029077
0.0057592,0.0024661,0.37768,0.0067458
0.0024754,0.0010596,0.1618,0.0028996
0.0026746,0.001145,0.17464,0.0031329
0.0024608,0.0010534,0.1607,0.0028825
0.0034068,0.0014583,0.22225,0.0039902
0.0027492,0.001177,0.17962,0.0032203
0.0033277,0.0014264,0.21753,0.0038983
0.0048839,0.0020903,0.31847,0.005721
0.0026756,0.001146,0.17505,0.003134
0.0020986,0.00089827,0.13731,0.002458
0.0029088,0.0012454,0.19021,0.0034072
0.002608,0.0011168,0.17058,0.0030547
0.002074,0.000888,0.13558,0.0024292
0.0026111,0.0011179,0.17048,0.0030583
0.0024325,0.0010414,0.15908,0.0028493
0.0030512,0.0013056,0.19961,0.0035741
0.0033498,0.0014328,0.21915,0.0039236
0.017751,0.0075763,1.1503,0.020797
0.0022259,0.00095295,0.14552,0.0026071
0.0023813,0.001019,0.15546,0.0027893
0.0037246,0.0015933,0.24312,0.0043626
0.0034143,0.0014616,0.22296,0.0039993
0.0040628,0.0017391,0.2653,0.0047592
0.0042149,0.001805,0.27545,0.0049375
0.0098662,0.0042359,0.64362,0.011557
0.010064,0.0043199,0.656,0.011788
0.0038741,0.0016578,0.25347,0.0045377
0.0020505,0.00087781,0.13407,0.0024018
0.0044644,0.0019146,0.29177,0.0052294
0.0022589,0.00096703,0.14769,0.0026459
0.0071827,0.0030742,0.46803,0.008414
0.002384,0.0010201,0.1559,0.0027925
0.0023833,0.0010198,0.15586,0.0027918
0.0023838,0.00102,0.15589,0.0027923
0.0023847,0.0010204,0.15595,0.0027935
0.0022562,0.00096576,0.14747,0.0026429
0.0024808,0.0010617,0.16227,0.0029059
0.0024365,0.0010436,0.15923,0.0028538
0.0021083,0.00090249,0.13775,0.0024695
0.0025546,0.0010941,0.16704,0.0029923
0.0026054,0.001116,0.17036,0.0030515
0.002383,0.0010205,0.15589,0.0027913
0.0023291,0.00099742,0.15241,0.0027282
0.002068,0.00088564,0.13521,0.0024223
0.0025464,0.0010911,0.16649,0.0029827
0.0023784,0.0010188,0.15554,0.0027858
0.0023783,0.0010188,0.15554,0.0027857
0.0024838,0.0010631,0.1623,0.0029091
0.0020585,0.00088134,0.13457,0.0024111
0.002383,0.0010209,0.15584,0.0027912
0.0027536,0.0011798,0.18007,0.0032251
0.0024247,0.0010385,0.15861,0.0028399
0.0024682,0.0010567,0.16137,0.0028908
0.0022032,0.0009433,0.14405,0.0025804
0.0026553,0.0011367,0.17354,0.0031104
0.0026638,0.0011403,0.17409,0.0031202
0.0021079,0.00090226,0.13784,0.0024688
0.0029781,0.0012749,0.19463,0.0034882
0.0024287,0.0010399,0.15873,0.0028447
0.0021422,0.00091672,0.14008,0.0025093
0.0039253,0.0016795,0.25676,0.0045987
0.0030742,0.0013162,0.20089,0.0036007
0.0021422,0.00091672,0.14008,0.0025093
0.0021421,0.00091669,0.14007,0.0025092
0.0021424,0.00091683,0.14009,0.0025096
0.0049533,0.0021213,0.32479,0.0058035
0.0032379,0.0013857,0.21209,0.0037934
0.003065,0.0013123,0.20009,0.0035897
0.002059,0.00088145,0.1347,0.0024119
0.0027043,0.0011575,0.17666,0.0031677
0.0023746,0.0010162,0.15507,0.0027813
0.0030341,0.0012986,0.19829,0.003554
0.0042224,0.0018085,0.27684,0.0049472
0.0026517,0.001136,0.17317,0.0031062
0.0021286,0.0009115,0.13909,0.0024933
0.0031074,0.0013298,0.20312,0.0036397
0.0022573,0.00096638,0.1474,0.0026441
0.0020914,0.00089503,0.13666,0.0024496
0.002757,0.001181,0.17995,0.0032297
0.0020917,0.00089519,0.13668,0.00245
0.0020919,0.00089525,0.13669,0.0024502
0.0026222,0.0011223,0.17142,0.0030713
0.0046682,0.0019973,0.30513,0.0054671
0.0028966,0.0012407,0.18931,0.0033924
0.0027514,0.0011772,0.18002,0.0032222
0.0024709,0.0010579,0.16147,0.002894
0.0028456,0.001219,0.18599,0.0033329
0.0030099,0.0012895,0.19673,0.0035252
0.0021454,0.00091861,0.14018,0.0025128
0.0027184,0.0011642,0.17766,0.0031843
0.0027629,0.0011822,0.18079,0.0032356
0.0026571,0.0011369,0.17365,0.0031121
0.0033594,0.0014377,0.21996,0.0039352
0.0031865,0.0013649,0.20813,0.003732
0.0035329,0.0015112,0.23119,0.0041374
0.0038701,0.0016568,0.25308,0.004534
0.0029956,0.0012825,0.19605,0.0035087
0.0041955,0.0017971,0.27416,0.0049144
0.0043491,0.0018602,0.28458,0.0050952
0.0020462,0.00087606,0.13372,0.0023966
0.0037223,0.001593,0.24333,0.00436
0.0037269,0.001595,0.24365,0.0043654
0.00209,0.0008944,0.13656,0.0024479
0.0024006,0.0010275,0.15687,0.0028118
0.0023939,0.0010245,0.15642,0.0028039
0.0026295,0.0011256,0.17187,0.0030801
0.0026464,0.0011329,0.17298,0.0031
0.0024022,0.0010281,0.15699,0.0028137
0.0022628,0.00096868,0.14785,0.0026502
0.0024606,0.0010532,0.16079,0.002882
0.0023072,0.0009877,0.15081,0.0027025
0.002322,0.00099397,0.15178,0.0027197
0.0027205,0.0011644,0.17769,0.0031864
0.0022711,0.00097283,0.14833,0.0026599
0.0035548,0.0015217,0.23252,0.0041639
0.0020447,0.00087522,0.13363,0.0023949
0.0020903,0.00089465,0.1366,0.0024484
0.0033402,0.0014297,0.21843,0.0039126
0.0024189,0.0010357,0.15796,0.002833
0.0029108,0.0012465,0.19049,0.0034095
0.0020766,0.00088933,0.13572,0.0024323
0.0024126,0.0010332,0.15767,0.0028256
0.0021803,0.00093357,0.14244,0.0025538
0.0025716,0.0011007,0.16795,0.0030123
0.003643,0.0015593,0.23833,0.0042671
0.0024236,0.0010376,0.15834,0.002839
0.0023364,0.0009995,0.15285,0.0027367
0.0027637,0.0011829,0.1809,0.0032373
0.0020573,0.00088111,0.13452,0.0024098
0.002054,0.00087965,0.1343,0.002406
0.0022418,0.00096041,0.14657,0.0026259
0.0022043,0.00094397,0.14394,0.002582
0.0023607,0.0010107,0.15429,0.0027653
0.0020985,0.00089847,0.13714,0.0024581
0.0021718,0.00093007,0.14199,0.0025438
0.002073,0.00088764,0.13559,0.0024282
0.0020474,0.00087667,0.13388,0.0023983
0.0045005,0.001924,0.2943,0.0052713
0.0029666,0.00127,0.19365,0.0034747
0.0022016,0.0009423,0.14393,0.0025788
0.0045664,0.0019536,0.29837,0.0053478
0.0049198,0.0021062,0.32091,0.0057632
0.0048495,0.0020772,0.31612,0.0056816
0.0058595,0.0025101,0.38198,0.0068645
0.0022743,0.00097335,0.14888,0.002664
0.0058578,0.0025095,0.38186,0.0068625
0.0058614,0.002511,0.38211,0.0068667
0.0056118,0.0024057,0.36583,0.006574
0.003115,0.0013333,0.20375,0.0036485
0.0058891,0.0025233,0.38382,0.0068994
0.0020723,0.00088712,0.13549,0.0024273
